20141102 170000;112.698000;112.736000;112.689000;112.718000;0
20141102 170100;112.719000;112.821000;112.719000;112.818000;0
20141102 170200;112.820000;112.924000;112.816000;112.909000;0
20141102 170300;112.929000;112.976000;112.917000;112.972000;0
20141102 170400;112.972000;112.977000;112.951000;112.955000;0
20141102 170500;112.953000;112.979000;112.947000;112.977000;0
20141102 170600;112.976000;112.979000;112.970000;112.975000;0
20141102 170700;112.975000;112.982000;112.971000;112.977000;0
20141102 170800;112.978000;112.982000;112.971000;112.973000;0
20141102 170900;112.972000;112.975000;112.971000;112.975000;0
20141102 171000;112.975000;112.975000;112.951000;112.955000;0
20141102 171100;112.955000;112.960000;112.939000;112.940000;0
20141102 171200;112.939000;112.940000;112.881000;112.883000;0
20141102 171300;112.882000;112.897000;112.867000;112.882000;0
20141102 171400;112.891000;112.929000;112.884000;112.927000;0
20141102 171500;112.925000;112.969000;112.909000;112.969000;0
20141102 171600;112.968000;112.968000;112.957000;112.959000;0
20141102 171700;112.953000;112.959000;112.936000;112.956000;0
20141102 171800;112.954000;112.956000;112.948000;112.948000;0
20141102 171900;112.948000;112.948000;112.917000;112.923000;0
20141102 172000;112.922000;112.934000;112.921000;112.931000;0
20141102 172100;112.934000;112.940000;112.925000;112.936000;0
20141102 172200;112.939000;112.939000;112.923000;112.923000;0
20141102 172300;112.923000;112.934000;112.921000;112.934000;0
20141102 172400;112.936000;112.941000;112.928000;112.930000;0
20141102 172500;112.931000;112.931000;112.921000;112.931000;0
20141102 172600;112.924000;112.932000;112.922000;112.922000;0
20141102 172800;112.927000;112.930000;112.922000;112.922000;0
20141102 172900;112.924000;112.926000;112.922000;112.924000;0
20141102 173000;112.926000;112.933000;112.918000;112.918000;0
20141102 173100;112.915000;112.916000;112.906000;112.911000;0
20141102 173200;112.909000;112.915000;112.902000;112.908000;0
20141102 173300;112.904000;112.908000;112.884000;112.884000;0
20141102 173400;112.884000;112.895000;112.883000;112.886000;0
20141102 173500;112.885000;112.893000;112.885000;112.890000;0
20141102 173600;112.890000;112.895000;112.889000;112.889000;0
20141102 173700;112.890000;112.893000;112.883000;112.885000;0
20141102 173800;112.886000;112.891000;112.879000;112.882000;0
20141102 173900;112.882000;112.882000;112.876000;112.876000;0
20141102 174000;112.876000;112.883000;112.876000;112.879000;0
20141102 174100;112.881000;112.884000;112.878000;112.880000;0
20141102 174200;112.879000;112.883000;112.879000;112.880000;0
20141102 174300;112.879000;112.892000;112.876000;112.891000;0
20141102 174400;112.889000;112.889000;112.773000;112.793000;0
20141102 174500;112.793000;112.814000;112.792000;112.814000;0
20141102 174600;112.814000;112.834000;112.809000;112.832000;0
20141102 174700;112.832000;112.837000;112.832000;112.836000;0
20141102 174800;112.834000;112.880000;112.834000;112.879000;0
20141102 174900;112.879000;112.879000;112.865000;112.873000;0
20141102 175000;112.874000;112.886000;112.832000;112.832000;0
20141102 175100;112.831000;112.838000;112.823000;112.836000;0
20141102 175200;112.836000;112.839000;112.823000;112.829000;0
20141102 175300;112.831000;112.847000;112.831000;112.847000;0
20141102 175400;112.848000;112.862000;112.845000;112.858000;0
20141102 175500;112.857000;112.869000;112.857000;112.867000;0
20141102 175600;112.862000;112.869000;112.862000;112.866000;0
20141102 175700;112.861000;112.920000;112.861000;112.920000;0
20141102 175800;112.924000;112.963000;112.924000;112.941000;0
20141102 175900;112.941000;112.956000;112.922000;112.956000;0
20141102 180000;112.954000;112.960000;112.868000;112.909000;0
20141102 180100;112.907000;112.907000;112.894000;112.899000;0
20141102 180200;112.899000;112.904000;112.885000;112.897000;0
20141102 180300;112.899000;112.901000;112.891000;112.901000;0
20141102 180400;112.896000;112.901000;112.896000;112.897000;0
20141102 180500;112.898000;112.910000;112.898000;112.905000;0
20141102 180600;112.906000;112.916000;112.903000;112.916000;0
20141102 180700;112.919000;112.973000;112.919000;112.958000;0
20141102 180800;112.957000;112.962000;112.935000;112.935000;0
20141102 180900;112.936000;112.937000;112.927000;112.927000;0
20141102 181000;112.927000;112.927000;112.904000;112.907000;0
20141102 181100;112.908000;112.908000;112.891000;112.907000;0
